calinski,davies,silhouette_median,silhouette_mean,calinski_inverse,density,clusters,r_clusters,n_clusters,inertia,model,score,key,keydesc,method,group,url,identifiers
44363.872056526605,0.41608917170408644,0.988633124337605,0.9775345899936266,2.254086385259252e-05,4.50170931698657,"{0: {'label': 0, 'median': 0.988633124337605, 'mean': 0.9792551048928458, 'density': 0.9792551048928271, 'sum': 1854.70916866705, 'count': 1894}, 1: {'label': 1, 'median': 0.9943405124817738, 'mean': 0.9831130820054885, 'density': 0.9831130820054712, 'sum': 1250.5198403109814, 'count': 1272}, 2: {'label': 2, 'median': 0.8348637932229658, 'mean': 0.7422783205344469, 'density': 0.7422783205344468, 'sum': 24.495184577636746, 'count': 33}, 3: {'label': 3, 'median': 0.9362165256030649, 'mean': 0.8826867162154363, 'density': 0.8826867162154362, 'sum': 12.357614027016108, 'count': 14}, 4: {'label': 4, 'median': 0.9383756223258084, 'mean': 0.914376093338389, 'density': 0.9143760933383891, 'sum': 18.28752186676778, 'count': 20}}",5,5,14.208523441976425,"KMeans(n_clusters=5, random_state=5)",4.0855976044186315,rbf,Radial Basis Function Kernel PCA,kmc,cancer,https://raw.githubusercontent.com/vetiveria/segments/master/warehouse/cancer/principals/kernel/rbf/projections.csv,{'COUNTYGEOID': 'str'}
5879.097113666184,0.3104736628499228,0.9254886576049866,0.8635086383345452,0.0001700941455237169,5.390126405925054,"{0: {'label': 0, 'median': 0.9740326404147379, 'mean': 0.9316255534455523, 'density': 0.9316255534455522, 'sum': 162.1028462995261, 'count': 174}, 1: {'label': 1, 'median': 0.9684179937830864, 'mean': 0.9087488231843225, 'density': 0.9087488231843215, 'sum': 368.0432733896506, 'count': 405}, 2: {'label': 2, 'median': 0.9819749820299217, 'mean': 0.9504340842639539, 'density': 0.9504340842639543, 'sum': 306.99020921725713, 'count': 323}, 3: {'label': 3, 'median': 0.9254886576049864, 'mean': 0.8278528402008586, 'density': 0.8278528402008523, 'sum': 1574.576102062033, 'count': 1902}, 4: {'label': 4, 'median': 0.9577403274916633, 'mean': 0.8840624586775435, 'density': 0.8840624586775436, 'sum': 181.23280402889642, 'count': 205}, 5: {'label': 5, 'median': 0.9608334626131714, 'mean': 0.8874026461528305, 'density': 0.8874026461528308, 'sum': 198.77819273823403, 'count': 224}}",6,6,113.71209014719342,"KMeans(n_clusters=6, random_state=5)",5.079482648929607,cosine,Cosine Kernel PCA,kmc,cancer,https://raw.githubusercontent.com/vetiveria/segments/master/warehouse/cancer/principals/kernel/cosine/projections.csv,{'COUNTYGEOID': 'str'}
