COUNTYGEOID,label,tri_chem_id,quantity_kg
01059,1,000079005,14274.09829153
05081,2,000079005,0.6667807839
05139,5,000079005,2121.9944645568908
04012,5,000079005,0.3220505827
06037,4,000079005,2.9991527504400004
06073,4,000079005,2041.165665
12001,3,000079005,4803.99679067
12019,3,000079005,150.59266684000005
12109,3,000079005,4445.205226
13021,2,000079005,11339.80925
13137,3,000079005,67527.20330664
19067,3,000079005,845720.2523107801
17031,1,000079005,12545.91136183
17163,1,000079005,38.101759080000015
18017,1,000079005,14.968548210000005
20173,1,000079005,42.63768278
21019,5,000079005,63.502931800000006
21157,3,000079005,8234.062292609999
22005,3,000079005,33660.839394711766
22019,5,000079005,339965.66694551986
22033,5,000079005,9858.830161950002
22047,5,000079005,44517.36956127999
22051,3,000079005,4637.52839088
22093,5,000079005,797.0695780697366
22101,5,000079005,0.45359237
26145,5,000079005,287803.45158026
26161,1,000079005,44043.819127
27053,1,000079005,4194.36864539
27123,1,000079005,12564.508649
27131,1,000079005,34462.133903120004
27163,5,000079005,26826.81353891
29163,5,000079005,9.97903214
29173,3,000079005,19.50447191
29510,1,000079005,168281.40849288998
31055,1,000079005,163746.84557
31105,3,000079005,6.1144251476
34015,5,000079005,8.164662660000001
36029,5,000079005,521.6312255
36055,1,000079005,25924.164722610003
36081,4,000079005,11025.01614522
39003,3,000079005,5216.647913353801
39029,3,000079005,167.13064465019997
39035,4,000079005,5.8967008100000005
39093,4,000079005,49.77223716773
40039,3,000079005,678603.21543168
41021,3,000079005,34432.922554492005
42095,5,000079005,130.63460256000002
44007,1,000079005,6142.547874540001
45035,1,000079005,0.45359237
45045,2,000079005,408.233133
45075,1,000079005,5.4431084400000005
45083,2,000079005,6.35029318
48039,3,000079005,131958.411891845
48049,3,000079005,63486.60247468
48057,3,000079005,2797.3132176373997
48201,5,000079005,17575.553482938834
48245,5,000079005,1866.3008168489303
48409,3,000079005,2077.4530546
49045,3,000079005,0.2222602613
51029,3,000079005,18.1436948
55055,1,000079005,938.9362059
05139,5,000096128,2.2679618500000003
25005,1,000096128,241.31114084
39029,3,000096128,0.7901715163110999
44007,1,000096128,155.12859054
39029,3,000122667,2.0075998296200006
48245,5,000122667,59.2754509116
48245,5,000319846,4.9895160700000005
01073,5,000106990,1192.04074836
01097,3,000106990,105181.130639739
