calinski,davies,silhouette_median,silhouette_mean,calinski_inverse,density,clusters,r_clusters,n_clusters,inertia,model,score,key,keydesc,method,group,url,identifiers
372581.25054914027,0.30158329234104747,0.99924509670358,0.9973967294251508,2.6839783229191468e-06,4.65797415866819,"{0: {'label': 0, 'median': 0.99924509670358, 'mean': 0.997763578993874, 'density': 0.997763578993879, 'sum': 2177.120129364633, 'count': 2182}, 1: {'label': 1, 'median': 0.999589098728886, 'mean': 0.9984565332733054, 'density': 0.9984565332733194, 'sum': 1029.4086858047779, 'count': 1031}, 2: {'label': 2, 'median': 0.9808401770713545, 'mean': 0.968084700818987, 'density': 0.9680847008189869, 'sum': 9.68084700818987, 'count': 10}, 3: {'label': 3, 'median': 0.9134572581277571, 'mean': 0.7996433357788172, 'density': 0.7996433357788171, 'sum': 4.797860014672903, 'count': 6}, 4: {'label': 4, 'median': 0.9150731767272537, 'mean': 0.8940260098031875, 'density': 0.8940260098031875, 'sum': 3.57610403921275, 'count': 4}}",5,5,1.5628644772575906,"KMeans(n_clusters=5, random_state=5)",4.3563881823488195,rbf,Radial Basis Function Kernel PCA,kmc,kidney,https://raw.githubusercontent.com/vetiveria/segments/master/warehouse/kidney/principals/kernel/rbf/projections.csv,{'COUNTYGEOID': 'str'}
22658.76376140654,0.4029704202747404,0.994937276796701,0.9704754024592528,4.413303437600804e-05,5.106476025863052,"{0: {'label': 0, 'median': 0.994937276796701, 'mean': 0.98918454440089, 'density': 0.9891845444008835, 'sum': 2208.8490876471874, 'count': 2233}, 1: {'label': 1, 'median': 0.9854398174482129, 'mean': 0.9675524169102263, 'density': 0.9675524169102302, 'sum': 574.7261356446744, 'count': 594}, 2: {'label': 2, 'median': 0.9289910442586801, 'mean': 0.8751288143567387, 'density': 0.8751288143567387, 'sum': 129.51906452479733, 'count': 148}, 3: {'label': 3, 'median': 0.9749444145639279, 'mean': 0.9321726218570804, 'density': 0.9321726218570816, 'sum': 143.55458376599037, 'count': 154}, 4: {'label': 4, 'median': 0.9876096866190853, 'mean': 0.9630963903412825, 'density': 0.9630963903412822, 'sum': 68.37984371423106, 'count': 71}, 5: {'label': 5, 'median': 0.38332015606119124, 'mean': 0.3793412379968357, 'density': 0.3793412379968357, 'sum': 12.51826085389558, 'count': 33}}",6,6,23.563047561964183,"KMeans(n_clusters=6, random_state=5)",4.703461472553935,cosine,Cosine Kernel PCA,kmc,kidney,https://raw.githubusercontent.com/vetiveria/segments/master/warehouse/kidney/principals/kernel/cosine/projections.csv,{'COUNTYGEOID': 'str'}
