calinski,davies,silhouette_median,silhouette_mean,calinski_inverse,density,clusters,r_clusters,n_clusters,inertia,model,score
37713.51560859804,0.5197461765030298,0.9921308357831415,0.9749183660966708,2.651569295152152e-05,4.10913424858468,"{0: {'label': 0, 'median': 0.9921308357831415, 'mean': 0.9802701275947727, 'density': 0.9802701275947621, 'sum': 1871.3356735784212, 'count': 1909}, 1: {'label': 1, 'median': 0.9923955394461886, 'mean': 0.9792481822907022, 'density': 0.9792481822907151, 'sum': 1239.728198780029, 'count': 1266}, 2: {'label': 2, 'median': 0.8831037006045571, 'mean': 0.7704483002882816, 'density': 0.7704483002882817, 'sum': 17.720310906630477, 'count': 23}, 3: {'label': 3, 'median': 0.9068293105185743, 'mean': 0.8016437466199334, 'density': 0.8016437466199334, 'sum': 10.421368706059134, 'count': 13}, 4: {'label': 4, 'median': 0.7394522889598981, 'mean': 0.5775238917909878, 'density': 0.5775238917909878, 'sum': 12.705525619401733, 'count': 22}}",5,5,16.477181127460373,"KMeans(n_clusters=5, random_state=5)",3.589361556388699
41482.80160639642,0.6912574637805647,0.9970201908403169,0.9596982528201617,2.4106375685238326e-05,3.8833013251935915,"{0: {'label': 0, 'median': 0.9970201931182292, 'mean': 0.9898617220906718, 'density': 0.9898617220906558, 'sum': 1882.7169954164578, 'count': 1902}, 1: {'label': 1, 'median': 0.9942761382646101, 'mean': 0.9883633696644765, 'density': 0.988363369664472, 'sum': 1212.7218545783126, 'count': 1227}, 2: {'label': 2, 'median': 0.9463861115130138, 'mean': 0.9152659330082472, 'density': 0.9152659330082472, 'sum': 17.390052727156696, 'count': 19}, 3: {'label': 3, 'median': -0.46216766285889266, 'mean': -0.5566527098815678, 'density': -0.5566527098815679, 'sum': -31.729204463249363, 'count': 57}, 4: {'label': 4, 'median': 0.8892290891498124, 'mean': 0.7960960228680396, 'density': 0.7960960228680394, 'sum': 10.349248297284515, 'count': 13}, 5: {'label': 5, 'median': 0.804497731725961, 'mean': 0.750366987443745, 'density': 0.750366987443745, 'sum': 11.255504811656175, 'count': 15}}",6,6,12.04918059386724,"KMeans(n_clusters=6, random_state=5)",3.1920197550373413
