COUNTYGEOID,label,tri_chem_id,quantity_kg
01015,1,000319846,0.0
01043,1,000319846,0.0
01055,1,000319846,0.0
01059,1,000319846,0.0
01069,1,000319846,0.0
01071,1,000319846,0.0
01073,1,000319846,0.0
01075,1,000319846,0.0
01077,1,000319846,0.0
01081,1,000319846,0.0
01089,1,000319846,0.0
01101,1,000319846,0.0
01103,1,000319846,0.0
05005,1,000319846,0.0
05009,1,000319846,0.0
05031,1,000319846,0.0
05037,1,000319846,0.0
05057,1,000319846,0.0
05063,1,000319846,0.0
05069,1,000319846,0.0
05071,1,000319846,0.0
05103,1,000319846,0.0
05119,1,000319846,0.0
05121,1,000319846,0.0
05125,1,000319846,0.0
05131,1,000319846,0.0
05139,1,000319846,0.0
05143,1,000319846,0.0
05145,1,000319846,0.0
04012,1,000319846,0.0
04013,1,000319846,0.0
04015,1,000319846,0.0
04019,1,000319846,0.0
04023,1,000319846,0.0
06001,1,000319846,0.0
08005,1,000319846,0.0
08041,1,000319846,0.0
08099,1,000319846,0.0
08123,1,000319846,0.0
09001,1,000319846,0.0
09003,1,000319846,0.0
09005,1,000319846,0.0
09007,1,000319846,0.0
09009,1,000319846,0.0
09015,1,000319846,0.0
10001,1,000319846,0.0
10005,1,000319846,0.0
12009,1,000319846,0.0
12035,1,000319846,0.0
12081,1,000319846,0.0
12085,1,000319846,0.0
12086,1,000319846,0.0
12099,1,000319846,0.0
12101,1,000319846,0.0
12103,1,000319846,0.0
12105,1,000319846,0.0
12117,1,000319846,0.0
12127,1,000319846,0.0
13009,1,000319846,0.0
13019,1,000319846,0.0
13021,1,000319846,0.0
13051,1,000319846,0.0
13057,1,000319846,0.0
13059,1,000319846,0.0
13067,1,000319846,0.0
13071,1,000319846,0.0
13073,1,000319846,0.0
13121,1,000319846,0.0
13129,1,000319846,0.0
13135,1,000319846,0.0
13157,1,000319846,0.0
13161,1,000319846,0.0
13163,1,000319846,0.0
13175,1,000319846,0.0
13211,1,000319846,0.0
13215,1,000319846,0.0
13233,1,000319846,0.0
13251,1,000319846,0.0
13277,1,000319846,0.0
13285,1,000319846,0.0
13303,1,000319846,0.0
13313,1,000319846,0.0
19013,1,000319846,0.0
19029,1,000319846,0.0
19033,1,000319846,0.0
19057,1,000319846,0.0
19061,1,000319846,0.0
19111,1,000319846,0.0
19153,1,000319846,0.0
19155,1,000319846,0.0
19163,1,000319846,0.0
19175,1,000319846,0.0
19183,1,000319846,0.0
16055,1,000319846,0.0
17007,1,000319846,0.0
17011,1,000319846,0.0
