calinski,davies,silhouette_median,silhouette_mean,calinski_inverse,density,clusters,r_clusters,n_clusters,inertia,model,score,key,keydesc,method,group,url,identifiers
37713.51560859804,0.5197461765030298,0.9921308357831415,0.9749183660966708,2.651569295152152e-05,4.10913424858468,"{0: {'label': 0, 'median': 0.9921308357831415, 'mean': 0.9802701275947727, 'density': 0.9802701275947621, 'sum': 1871.3356735784212, 'count': 1909}, 1: {'label': 1, 'median': 0.9923955394461886, 'mean': 0.9792481822907022, 'density': 0.9792481822907151, 'sum': 1239.728198780029, 'count': 1266}, 2: {'label': 2, 'median': 0.8831037006045571, 'mean': 0.7704483002882816, 'density': 0.7704483002882817, 'sum': 17.720310906630477, 'count': 23}, 3: {'label': 3, 'median': 0.9068293105185743, 'mean': 0.8016437466199334, 'density': 0.8016437466199334, 'sum': 10.421368706059134, 'count': 13}, 4: {'label': 4, 'median': 0.7394522889598981, 'mean': 0.5775238917909878, 'density': 0.5775238917909878, 'sum': 12.705525619401733, 'count': 22}}",5,5,16.477181127460373,"KMeans(n_clusters=5, random_state=5)",3.589361556388699,rbf,Radial Basis Function Kernel PCA,kmc,respiratory,https://raw.githubusercontent.com/vetiveria/segments/master/warehouse/respiratory/principals/kernel/rbf/projections.csv,{'COUNTYGEOID': 'str'}
10236.608379885112,0.2738129215891805,0.5979810536828424,0.5405984648305407,9.768860572657985e-05,5.092686199105946,"{0: {'label': 0, 'median': 0.597981053682842, 'mean': 0.2843010467862627, 'density': 0.2843010467862698, 'sum': 571.4451040403881, 'count': 2010}, 1: {'label': 1, 'median': 0.9950219310412208, 'mean': 0.9866964048608626, 'density': 0.9866964048608627, 'sum': 377.9047230617104, 'count': 383}, 2: {'label': 2, 'median': 0.989370266714596, 'mean': 0.9722805971749175, 'density': 0.9722805971749184, 'sum': 184.73331346323434, 'count': 190}, 3: {'label': 3, 'median': 0.9820010740034493, 'mean': 0.951469394655205, 'density': 0.9514693946552055, 'sum': 181.73065437914414, 'count': 191}, 4: {'label': 4, 'median': 0.9909345664806117, 'mean': 0.9800454681061187, 'density': 0.9800454681061186, 'sum': 167.5877750461463, 'count': 171}, 5: {'label': 5, 'median': 0.9479213293359907, 'mean': 0.9178932875225709, 'density': 0.917893287522571, 'sum': 264.3532668065004, 'count': 288}}",6,6,47.71853211630686,"KMeans(n_clusters=6, random_state=5)",4.8187755889110395,cosine,Cosine Kernel PCA,kmc,respiratory,https://raw.githubusercontent.com/vetiveria/segments/master/warehouse/respiratory/principals/kernel/cosine/projections.csv,{'COUNTYGEOID': 'str'}
