COUNTYGEOID,label,tri_chem_id,quantity_kg
02050,6,000121142,0.0
02110,6,000121142,0.0
02130,6,000121142,0.0
02261,6,000121142,0.0
01037,6,000121142,0.0
01095,6,000121142,0.0
05001,6,000121142,0.0
05013,6,000121142,0.0
05061,6,000121142,0.0
05091,6,000121142,0.0
05133,6,000121142,0.0
60010,6,000121142,0.0
06011,6,000121142,0.0
06023,6,000121142,0.0
06039,6,000121142,0.0
06075,6,000121142,0.0
08003,6,000121142,0.0
08035,6,000121142,0.0
08075,6,000121142,0.0
08089,6,000121142,0.0
08125,6,000121142,0.0
10005,6,000121142,0.0
12007,6,000121142,0.0
12049,6,000121142,0.0
12087,6,000121142,0.0
13065,6,000121142,0.0
13093,6,000121142,0.0
13205,6,000121142,0.0
13249,6,000121142,0.0
13273,6,000121142,0.0
13297,6,000121142,0.0
66010,6,000121142,0.0
15001,6,000121142,0.0
15007,6,000121142,0.0
19003,6,000121142,0.0
19019,6,000121142,0.0
19021,6,000121142,0.0
19023,6,000121142,0.0
19035,6,000121142,0.0
19037,6,000121142,0.0
19047,6,000121142,0.0
19055,6,000121142,0.0
19059,6,000121142,0.0
19067,6,000121142,0.0
19071,6,000121142,0.0
19073,6,000121142,0.0
19077,6,000121142,0.0
19079,6,000121142,0.0
19081,6,000121142,0.0
19083,6,000121142,0.0
19093,6,000121142,0.0
19131,6,000121142,0.0
19135,6,000121142,0.0
19141,6,000121142,0.0
19143,6,000121142,0.0
19147,6,000121142,0.0
19149,6,000121142,0.0
19155,6,000121142,0.0
19161,6,000121142,0.0
19167,6,000121142,0.0
19187,6,000121142,0.0
19193,6,000121142,0.0
19195,6,000121142,0.0
19197,6,000121142,0.0
17001,6,000121142,0.0
17003,6,000121142,0.0
17019,6,000121142,0.0
17053,6,000121142,0.0
17081,6,000121142,0.0
17095,6,000121142,0.0
17103,6,000121142,0.0
17147,6,000121142,0.0
18071,6,000121142,0.0
18143,6,000121142,0.0
18161,6,000121142,0.0
20063,6,000121142,0.0
20111,6,000121142,0.0
20147,6,000121142,0.0
20157,6,000121142,0.0
20167,6,000121142,0.0
20169,6,000121142,0.0
20175,6,000121142,0.0
20181,6,000121142,0.0
21071,6,000121142,0.0
21083,6,000121142,0.0
21205,6,000121142,0.0
22001,6,000121142,0.0
22009,6,000121142,0.0
22015,6,000121142,0.0
22023,6,000121142,0.0
22053,6,000121142,0.0
22113,6,000121142,0.0
23027,6,000121142,0.0
26063,6,000121142,0.0
26157,6,000121142,0.0
27013,6,000121142,0.0
27023,6,000121142,0.0
27033,6,000121142,0.0
27043,6,000121142,0.0
27063,6,000121142,0.0
27067,6,000121142,0.0
27069,6,000121142,0.0
27073,6,000121142,0.0
27103,6,000121142,0.0
27105,6,000121142,0.0
27127,6,000121142,0.0
27133,6,000121142,0.0
27139,6,000121142,0.0
27143,6,000121142,0.0
27149,6,000121142,0.0
27151,6,000121142,0.0
27171,6,000121142,0.0
29021,6,000121142,0.0
29033,6,000121142,0.0
29037,6,000121142,0.0
29051,6,000121142,0.0
29167,6,000121142,0.0
29195,6,000121142,0.0
29217,6,000121142,0.0
29219,6,000121142,0.0
69110,6,000121142,0.0
28021,6,000121142,0.0
28031,6,000121142,0.0
28075,6,000121142,0.0
28081,6,000121142,0.0
28083,6,000121142,0.0
28089,6,000121142,0.0
28119,6,000121142,0.0
28133,6,000121142,0.0
30013,6,000121142,0.0
30085,6,000121142,0.0
37015,6,000121142,0.0
37091,6,000121142,0.0
37111,6,000121142,0.0
38007,6,000121142,0.0
38013,6,000121142,0.0
38049,6,000121142,0.0
38053,6,000121142,0.0
38061,6,000121142,0.0
38073,6,000121142,0.0
38077,6,000121142,0.0
31011,6,000121142,0.0
31043,6,000121142,0.0
