COUNTYGEOID,C01,C02,C03,C04,C05,C06,label
01017,-0.3053558340723623,0.8393633503535053,0.10862184617959897,0.004212053083660764,-0.05770017724269769,-0.01266438571373103,2
01019,-0.1254271808597808,-0.12126116860989936,-0.08976155029994462,-0.0416763383981657,-0.04527841066631141,-0.02286867185603294,0
01021,-0.1254271808597808,-0.12126116860989936,-0.08976155029994462,-0.0416763383981657,-0.04527841066631141,-0.02286867185603294,0
01023,-0.17519600134527186,-0.0003739215860786243,-0.16785152559007754,-0.2989765914253359,0.8809691849335847,0.0960600164455522,4
01025,-0.1828972367030829,0.04151336617352015,-0.15865252780999764,-0.2955751071321399,0.8754880711317069,0.0958786511970286,4
01027,-0.14820523537395888,-0.12205614466468465,-0.2452409573027351,0.8005541242804157,0.059096094502884736,0.3541750320478054,5
01029,-0.12542718085978086,-0.12126116860989936,-0.08976155029994462,-0.04167633839816569,-0.04527841066631141,-0.022868671856032943,0
01031,-0.2396633075594872,-0.3487649920417911,0.8592847449575395,0.0571595818776408,0.05801158954524384,0.01475911808491773,3
01033,-0.12518003269491546,-0.11725327883056247,-0.094912621722016,-0.03684553189459782,-0.025791101117166048,-0.017121595438581785,0
01035,-0.3053558340723622,0.8393633503535052,0.10862184617959883,0.004212053083660781,-0.05770017724269769,-0.012664385713730991,2
01037,-0.12542718085978086,-0.12126116860989936,-0.0897615502999446,-0.04167633839816569,-0.04527841066631138,-0.022868671856032943,0
01039,-0.3053663991656753,0.8393423040902015,0.10870962398181368,0.0042211943631713465,-0.057690623749543424,-0.012660905509205506,2
01041,-0.12542718085978086,-0.12126116860989936,-0.08976155029994462,-0.04167633839816568,-0.04527841066631138,-0.02286867185603294,0
01043,0.8505223778963141,0.028660453708122386,0.05016272624145526,-0.02241572148111563,-0.009426369623174613,-0.008841115246946224,1
01045,-0.2882051763700899,0.7413702800567993,0.08740558229743592,-0.0022593307491389,-0.05132237346962484,-0.01381116382425822,2
01047,-0.18800877946058864,0.06946848697740972,-0.15238727643381894,-0.2930123661467961,0.8708037810007258,0.0956278071725265,4
01049,-0.12542718085978086,-0.12126116860989936,-0.08976155029994462,-0.04167633839816568,-0.04527841066631138,-0.02286867185603294,0
01051,-0.12542718085978086,-0.12126116860989936,-0.08976155029994462,-0.04167633839816568,-0.04527841066631138,-0.02286867185603294,0
01053,-0.19203513792204166,0.0915007986579338,-0.14742920244863536,-0.2908451375542272,0.8664836795959386,0.09534688902884483,4
01055,0.8372140322959528,0.08861637854118676,0.06205432363911133,-0.021685825101425242,-0.006641748701955685,-0.007757521925491233,1
01057,-0.1254271808597808,-0.1212611686098993,-0.08976155029994462,-0.04167633839816568,-0.0452784106663114,-0.022868671856032943,0
01059,0.8310439211561368,0.02534250495364105,0.04497347177674699,-0.011116667874709506,-0.007446107543320674,-0.008755975465214744,1
01061,-0.1254271808597808,-0.1212611686098993,-0.08976155029994462,-0.04167633839816569,-0.045278410666311414,-0.022868671856032943,0
01063,-0.1254271808597808,-0.1212611686098993,-0.08976155029994462,-0.04167633839816569,-0.045278410666311414,-0.022868671856032943,0
01065,-0.1254271808597808,-0.1212611686098993,-0.08976155029994462,-0.04167633839816569,-0.045278410666311414,-0.022868671856032943,0
01067,-0.1254271808597808,-0.12126116860989933,-0.08976155029994462,-0.04167633839816568,-0.045278410666311414,-0.022868671856032943,0
01069,0.8505427451303991,0.028638022287065305,0.05031008137757295,-0.023432383460169053,-0.009661294455115198,-0.008860836294014695,1
01071,0.8340913778462679,0.08317818620015409,0.057261516135810986,-0.027592816221879958,-0.020205188066992653,-0.044237778864150964,1
01073,-0.11747730641591085,0.848731176438883,0.1293085952990128,0.012034389137280692,-0.051344538544557485,-0.020622963915125397,2
01075,0.8505332066683386,0.02860978154011421,0.05028681655281165,-0.023447015449411374,-0.009682247223663442,-0.008865923061934997,1
01077,0.8505460292588021,0.02862048948410409,0.05030646060850928,-0.023433220988606045,-0.009661067733444677,-0.008861022535098503,1
01079,-0.1890276264741311,0.0750687391528302,-0.1511352699696135,-0.2924722649063792,0.8697642466332294,0.09556434335874893,4
01081,0.8393100726713484,0.08066092075790496,0.06090113943172432,-0.020962691177681944,-0.010388700765639877,-0.008326241037001948,1
01083,-0.23966330755948725,-0.3487649920417911,0.8592847449575397,0.05715958187764082,0.05801158954524389,0.014759118084917745,3
01085,-0.3054795415795144,0.8391192881629745,0.10964778072645344,0.0043255583522605594,-0.057563434408133884,-0.012616275591724149,2
01087,-0.1254271808597808,-0.1212611686098993,-0.08976155029994462,-0.04167633839816568,-0.045278410666311414,-0.022868671856032943,0
01089,0.8505391633855177,0.028606196152947114,0.050311383463739034,-0.02320822906113244,-0.009606670679005152,-0.008855768546281473,1
01091,-0.2140183550521533,0.2189469724028783,-0.11723958487020428,-0.27515621964008463,0.8311431917317541,0.0924381014636724,4
01093,-0.1107061566563488,-0.14231072175074366,-0.1523736749110087,-0.08899678424701725,-0.2679277035435588,0.8251686647423174,6
01095,-0.2207398285355256,0.2783049647658542,-0.06291293948421328,-0.06453462265825317,-0.2518400437024401,0.7430364423354285,6
01097,-0.13588906692134414,-0.057833935128834835,-0.1792949832321915,-0.3028662790158793,0.8709485405023673,0.0706698275189132,4
01099,-0.22826501455757325,0.2933347680450738,-0.09912584160529347,-0.2633378849608239,0.7995877905037925,0.0892616619467111,4
01101,0.8503770409086361,0.029362358763967606,0.050432045756140506,-0.02342105887864627,-0.009708362647151428,-0.008861553663428109,1
01103,0.5678914212321912,0.08818353245068494,0.01324549324570989,0.033171749620268184,0.041861439195944684,-0.01511372450442654,1
01105,-0.12542718085978075,-0.1212611686098993,-0.0897615502999446,-0.04167633839816568,-0.045278410666311414,-0.022868671856032943,0
01107,-0.12542718085978075,-0.12126116860989933,-0.0897615502999446,-0.04167633839816568,-0.0452784106663114,-0.022868671856032932,0
01109,-0.12542718085978075,-0.12126116860989933,-0.0897615502999446,-0.04167633839816568,-0.0452784106663114,-0.02286867185603294,0
01111,-0.12542718085978075,-0.12126116860989933,-0.0897615502999446,-0.04167633839816568,-0.0452784106663114,-0.02286867185603294,0
01113,-0.30539782372033114,0.8392988390535734,0.10846149014777699,0.004098182780219936,-0.0582312807534892,-0.010653318500516405,2
01115,-0.2396633075594873,-0.3487649920417914,0.8592847449575404,0.05715958187764091,0.05801158954524386,0.014759118084917637,3
01117,-0.16276265717923513,-0.11570500966956547,-0.20555527053475314,-0.3132997596738016,0.660906069046322,-0.20418900498916345,4
01119,-0.16617642073668495,-0.056080726622263925,-0.13173720122547786,-0.1347173589764791,-0.18611153169032527,-0.5258098413903249,0
01121,-0.20159577964549885,0.13480618867312047,-0.1422509466785728,-0.28686323944598296,0.8355194993044452,0.16184754957073133,4
01123,-0.30535583407236194,0.8393633503535048,0.10862184617959894,0.004212053083660693,-0.057700177242697735,-0.012664385713731113,2
01125,0.4829716147540632,-0.04084518981547815,-0.11484652340275163,0.7071007863252179,0.1476546165649022,0.00218838778150058,5
01127,-0.14806935462608012,-0.15237559214233135,-0.15132130855375714,-0.13937290872186126,-0.1834840977685852,-0.537318359818229,0
01129,-0.12337730536552488,-0.11506672017832605,-0.10094424140793487,-0.027170150410997657,-0.04782505988368665,-0.02587887357372966,0
01131,-0.30535583407236183,0.8393633503535047,0.10862184617959887,0.0042120530836606525,-0.057700177242697825,-0.012664385713731149,2
01133,-0.1433467707109237,-0.14732532432932102,-0.15714543556484206,-0.08963888676066506,-0.2692494749085646,0.8251725483387009,6
05001,-0.1254271808597808,-0.1212611686098993,-0.08976155029994462,-0.04167633839816569,-0.0452784106663114,-0.022868671856032943,0
05003,-0.2180135049661028,0.2365361998660568,-0.11301146343712105,-0.2725620285304293,0.8246600704825382,0.09182517589550714,4
05005,-0.13813115844893606,-0.14652402214333962,-0.15639598509136945,-0.0895407153041407,-0.269055946904582,0.8252352934340037,6
05007,-0.12615593715033213,-0.1227972657368262,-0.08936971833289092,-0.04382118495387116,-0.04800927818792367,-0.024369348626156515,0
05009,0.8504672170112041,0.028463957513506825,0.05095926235565972,-0.023365237539507904,-0.00959002449936688,-0.008835142249969518,1
05011,-0.1254271808597808,-0.1212611686098993,-0.08976155029994462,-0.04167633839816568,-0.0452784106663114,-0.02286867185603294,0
05013,-0.3062765869032741,0.8374862539331865,0.11631389439633552,0.005012291070553047,-0.056861889648546736,-0.012359488317069107,2
05015,-0.1254271808597808,-0.1212611686098993,-0.08976155029994462,-0.04167633839816569,-0.0452784106663114,-0.02286867185603294,0
05017,-0.1254271808597808,-0.1212611686098993,-0.08976155029994462,-0.04167633839816569,-0.0452784106663114,-0.02286867185603294,0
05019,-0.1254271808597808,-0.1212611686098993,-0.08976155029994462,-0.04167633839816569,-0.0452784106663114,-0.02286867185603294,0
05021,-0.2396633075594873,-0.3487649920417914,0.8592847449575404,0.05715958187764099,0.05801158954524398,0.014759118084917663,3
05023,-0.1254271808597808,-0.1212611686098993,-0.08976155029994462,-0.04167633839816569,-0.0452784106663114,-0.02286867185603294,0
05025,-0.13096452279829365,-0.12654137800278986,-0.09958131220086812,-0.048650999913229145,-0.05597953681422666,-0.025339018910760645,0
05027,-0.14021101287556484,-0.0755599500008809,-0.11187061331344693,-0.0806493214644194,0.13531408419180038,0.00030584302794835623,0
05029,-0.3053558340723617,0.8393633503535046,0.10862184617959884,0.004212053083660741,-0.05770017724269776,-0.01266438571373108,2
05031,0.850546029258802,0.028620489484104183,0.050306460608509324,-0.02343322098860601,-0.009661067733444656,-0.008861022535098479,1
05033,-0.14334677071092367,-0.14732532432932102,-0.15714543556484187,-0.08963888676066496,-0.2692494749085646,0.825172548338701,6
05035,-0.2396633075594873,-0.34876499204179146,0.8592847449575404,0.05715958187764096,0.05801158954524392,0.014759118084917644,3
05037,0.8505460292588021,0.02862048948410427,0.050306460608509344,-0.023433220988605983,-0.009661067733444634,-0.008861022535098462,1
05039,-0.12542718085978075,-0.12126116860989933,-0.0897615502999446,-0.04167633839816568,-0.045278410666311414,-0.022868671856032932,0
05041,-0.18316686915730068,0.04298116902696912,-0.15832172198156794,-0.2954459015690779,0.8752630129250208,0.09586824271992844,4
05043,-0.23966330755948745,-0.3487649920417914,0.8592847449575404,0.05715958187764099,0.058011589545243984,0.014759118084917741,3
05045,-0.23966330755948745,-0.3487649920417914,0.8592847449575404,0.057159581877641,0.05801158954524401,0.014759118084917745,3
05047,-0.12542718085978075,-0.12126116860989933,-0.0897615502999446,-0.04167633839816568,-0.0452784106663114,-0.022868671856032925,0
05049,-0.12542718085978075,-0.12126116860989933,-0.0897615502999446,-0.04167633839816568,-0.0452784106663114,-0.022868671856032925,0
05051,-0.12680269231165384,-0.1182272265354392,-0.09733139710755008,-0.04789138720953549,-0.03210814887605273,-0.022354543321473942,0
05053,-0.2396633075594875,-0.34876499204179123,0.8592847449575403,0.05715958187764095,0.058011589545243984,0.014759118084917757,3
05055,-0.14396248197788405,-0.1485516671029887,-0.15202711048313222,-0.08910525707516394,-0.2686892696989691,0.8253631125201529,6
05057,0.8467047260414705,0.04801394459761624,0.054311090231300575,-0.02250666258348399,-0.009917317934189441,-0.008656673311487544,1
05059,-0.3054492207378871,0.8391769274133704,0.1093981139096055,0.0042928869957816924,-0.057615680317302125,-0.012633609031282595,2
05061,-0.13577239369574762,-0.1441506869592104,-0.237050951670136,0.9102368325823629,0.17575649804312524,-0.004823111950091942,5
05063,0.7812840625660925,0.23413472794011686,0.08847868133215958,-0.014615380917285948,-0.01192983292074377,-0.007009739534763334,1
05065,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816566,-0.04527841066631138,-0.022868671856032925,0
05067,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032925,0
05069,-0.2205645553915137,0.6509849744477035,0.012031794272224478,-0.16978952076032386,0.5317704525020357,0.06027623996748386,2
05071,0.850546029258802,0.02862048948410423,0.05030646060850938,-0.023433220988606028,-0.009661067733444694,-0.008861022535098515,1
05073,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816566,-0.0452784106663114,-0.022868671856032932,0
05075,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032915,0
05077,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.02286867185603292,0
05079,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.02286867185603292,0
05081,-0.18762911907107613,0.06749905884311425,-0.15284504353677825,-0.2931755488921095,0.8711669825782369,0.09565280386434843,4
05083,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.02286867185603292,0
05085,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032925,0
05087,-0.12542718085978075,-0.12126116860989927,-0.08976155029994459,-0.04167633839816568,-0.04527841066631138,-0.02286867185603292,0
05089,-0.2396633075594875,-0.3487649920417914,0.8592847449575406,0.05715958187764107,0.05801158954524405,0.014759118084917719,3
05091,-0.2396633075594875,-0.3487649920417913,0.8592847449575408,0.05715958187764116,0.05801158954524411,0.014759118084917726,3
05093,-0.30612422788541543,0.8378061204470199,0.11502420781120178,0.004875067123728918,-0.05699443392423405,-0.012410124027327095,2
05095,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.02286867185603292,0
05097,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.02286867185603292,0
05099,-0.12542718085978075,-0.12126116860989924,-0.0897615502999446,-0.04167633839816568,-0.0452784106663114,-0.02286867185603292,0
05101,-0.12542718085978075,-0.12126116860989924,-0.0897615502999446,-0.04167633839816568,-0.0452784106663114,-0.02286867185603292,0
05103,-0.08050846061672501,0.8484096809194838,0.13510957501041485,0.0071449173611704345,-0.049343564946108816,-0.009766991553112545,2
05105,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032925,0
05107,-0.1257547191745879,-0.12208569115860653,-0.09234780473820167,-0.04419968791256931,-0.04842638119276164,-0.024494481857253426,0
05109,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816566,-0.04527841066631138,-0.022868671856032932,0
05111,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816566,-0.04527841066631138,-0.022868671856032932,0
05113,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816566,-0.04527841066631138,-0.022868671856032932,0
05115,-0.2396633075594875,-0.3487649920417913,0.8592847449575408,0.057159581877641134,0.0580115895452441,0.014759118084917734,3
05117,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.02286867185603292,0
05119,0.8473854111287334,0.0429670699897257,0.055482199900401256,-0.02250404305682157,-0.0096268814806651,-0.00862063779464601,1
05121,0.8505460292588021,0.028620489484104207,0.05030646060850948,-0.023433220988605973,-0.009661067733444604,-0.008861022535098469,1
05123,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.02286867185603292,0
05125,0.5326202501906359,0.4872880337784009,0.10383290215355817,-0.015530388888537644,0.02349676669898149,0.04292435873495466,1
05127,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.045278410666311365,-0.022868671856032915,0
05129,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.045278410666311365,-0.02286867185603292,0
05131,0.597589421988437,0.013988925163579307,-0.010151030615190602,-0.05603901965431004,-0.1626599735823231,0.5371461542552411,1
05133,-0.13210711524902327,-0.1291148397317027,-0.11629831388475625,0.0598475676051074,-0.03072695892700503,-0.02326697095272024,0
05135,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.02286867185603292,0
05137,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.045278410666311365,-0.022868671856032925,0
05139,0.15022662716594634,0.009175235746677082,-0.039202285652079734,-0.03128267870096568,-0.02623657908764308,-0.044745806701710654,0
05141,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032908,0
05143,0.8505412717078054,0.028611016269015112,0.05034597804875006,-0.02342910555231509,-0.009656766847734592,-0.008859455754855625,1
05145,0.8505460292588021,0.028620489484104214,0.05030646060850946,-0.02343322098860596,-0.009661067733444585,-0.00886102253509847,1
05147,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816566,-0.0452784106663114,-0.02286867185603292,0
05149,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816566,-0.0452784106663114,-0.02286867185603292,0
60010,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032925,0
60020,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.0452784106663114,-0.022868671856032915,0
60030,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032908,0
60040,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.045278410666311365,-0.02286867185603292,0
60050,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.045278410666311365,-0.02286867185603292,0
04001,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.045278410666311365,-0.02286867185603292,0
04003,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.045278410666311365,-0.02286867185603292,0
04005,-0.1481795178451859,-0.15259499117916184,-0.15040598288403634,-0.1392775420927863,-0.18338441661252275,-0.5372818308631209,0
04007,-0.14806935462608012,-0.15237559214233135,-0.1513213085537572,-0.13937290872186126,-0.18348409776858526,-0.5373183598182293,0
04009,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.02286867185603292,0
04011,-0.14883541888313326,-0.1541333947416082,-0.16309134032673234,-0.061664451347716,-0.16505778292408171,-0.5341486038435466,0
04012,0.6190781749314821,0.0029044537578706954,-0.008740393109347693,-0.08827507084169928,0.21840220525350812,0.019936063409286303,1
04013,0.6713598120980491,0.2463379013098188,0.053192980626570484,0.14000456181365095,0.014283612356315319,-0.007040923407341586,1
04015,0.8505063029731216,0.028541481834206957,0.05063599977626222,-0.023398902222612664,-0.00962520337654837,-0.008847957475022013,1
04017,-0.16043724745130386,-0.0884005284508402,-0.18953808401441444,-0.3095654003091313,0.8770353994419533,0.06582038980024607,4
04019,0.8488770723572493,0.028140266171040245,0.04849692174501183,-0.01536945661620233,-0.008126344976326161,-0.00867550706423003,1
04021,-0.3067550979732877,0.8300856335638293,0.10063081121224283,-0.006832220176968142,-0.07285295774353345,-0.06941199333240372,2
04023,0.8505460292588024,0.02862048948410412,0.05030646060850948,-0.023433220988605827,-0.009661067733444427,-0.008861022535098328,1
04025,-0.14806935462608012,-0.15237559214233135,-0.1513213085537572,-0.1393729087218612,-0.1834840977685854,-0.5373183598182293,0
04027,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032908,0
06001,0.18540709122702456,0.07799900628358239,-0.021724679523755043,-0.013691228748491695,-0.03932855799225865,-0.019401418216275498,0
06003,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032908,0
06005,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032908,0
06007,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.0452784106663114,-0.022868671856032915,0
06009,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.0452784106663114,-0.022868671856032908,0
06011,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032915,0
06013,-0.14028533754406697,-0.0815950043243344,-0.23370544517925096,0.8709866756133414,0.2824400427772823,0.009963581074960022,5
06015,-0.12542718085978072,-0.12126116860989924,-0.08976155029994456,-0.04167633839816566,-0.04527841066631138,-0.022868671856032915,0
06017,-0.12542718085978072,-0.12126116860989924,-0.08976155029994456,-0.04167633839816566,-0.04527841066631138,-0.022868671856032915,0
06019,-0.23966330755948745,-0.34876499204179146,0.8592847449575404,0.05715958187764107,0.058011589545244074,0.014759118084917696,3
06021,-0.3053558340723613,0.8393633503535041,0.1086218461795988,0.004212053083660821,-0.05770017724269765,-0.012664385713731024,2
06023,-0.15925106407846426,-0.08620197354796566,-0.1860739355478816,-0.3043468653546934,0.8865591947801111,0.0957163803648154,4
06025,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032915,0
06027,-0.12542718085978075,-0.12126116860989927,-0.0897615502999446,-0.04167633839816568,-0.04527841066631138,-0.022868671856032915,0
06029,-0.13598401461319698,-0.14225001050333055,-0.2366435924412383,0.9103274391174077,0.17574008177695147,-0.004801040014014242,5
06031,-0.1411740268295366,-0.1418733173882705,-0.1407903811918571,-0.07767337433886465,-0.19844112871211614,0.5252469224839408,6
06033,-0.13577239369574773,-0.1441506869592101,-0.23705095167013585,0.9102368325823628,0.175756498043125,-0.0048231119500919215,5
06035,-0.12542718085978072,-0.12126116860989927,-0.08976155029994456,-0.04167633839816566,-0.045278410666311365,-0.022868671856032915,0
06037,-0.02657623905739072,-0.0041317817999369155,-0.19367957702753166,0.8956392358067794,0.16411031710122864,0.04651358004862767,5
06039,-0.3053566448653899,0.8393617356076606,0.1086285820859733,0.004212754576209411,-0.05769944413558791,-0.012664118648554915,2
06041,-0.12542718085978072,-0.12126116860989927,-0.08976155029994456,-0.04167633839816566,-0.045278410666311365,-0.022868671856032908,0
06043,-0.12542718085978072,-0.12126116860989927,-0.08976155029994456,-0.04167633839816566,-0.04527841066631138,-0.02286867185603292,0
06045,-0.3053558340723615,0.8393633503535041,0.10862184617959876,0.004212053083660776,-0.05770017724269767,-0.012664385713731024,2
06047,-0.12542718085978072,-0.12126116860989924,-0.08976155029994456,-0.04167633839816565,-0.04527841066631138,-0.022868671856032915,0
06049,-0.12542718085978072,-0.12126116860989924,-0.08976155029994456,-0.04167633839816565,-0.04527841066631138,-0.022868671856032915,0
06051,-0.12542718085978072,-0.12126116860989924,-0.08976155029994456,-0.04167633839816565,-0.04527841066631138,-0.02286867185603292,0
06053,-0.3053558340723613,0.839363350353504,0.10862184617959872,0.004212053083660816,-0.05770017724269765,-0.01266438571373103,2
