COUNTYGEOID,label,tri_chem_id,quantity_kg
02013,3,000079005,0.0
02016,3,000079005,0.0
02060,3,000079005,0.0
02068,3,000079005,0.0
02070,3,000079005,0.0
02100,3,000079005,0.0
02105,3,000079005,0.0
02150,3,000079005,0.0
02158,3,000079005,0.0
02164,3,000079005,0.0
02170,3,000079005,0.0
02180,3,000079005,0.0
02185,3,000079005,0.0
02188,3,000079005,0.0
02195,3,000079005,0.0
02198,3,000079005,0.0
02220,3,000079005,0.0
02230,3,000079005,0.0
02240,3,000079005,0.0
02275,3,000079005,0.0
02282,3,000079005,0.0
02290,3,000079005,0.0
01003,3,000079005,0.0
01005,3,000079005,0.0
01007,3,000079005,0.0
01009,3,000079005,0.0
01011,3,000079005,0.0
01013,3,000079005,0.0
01019,3,000079005,0.0
01021,3,000079005,0.0
01027,3,000079005,0.0
01029,3,000079005,0.0
01031,3,000079005,0.0
01033,3,000079005,0.0
01035,3,000079005,0.0
01037,3,000079005,0.0
01039,3,000079005,0.0
01041,3,000079005,0.0
01049,3,000079005,0.0
01051,3,000079005,0.0
01057,3,000079005,0.0
01061,3,000079005,0.0
01065,3,000079005,0.0
01067,3,000079005,0.0
01083,3,000079005,0.0
01085,3,000079005,0.0
01087,3,000079005,0.0
01093,3,000079005,0.0
01097,3,000079005,0.0
01103,3,000079005,0.0
01105,3,000079005,0.0
01109,3,000079005,0.0
01111,3,000079005,0.0
01119,3,000079005,0.0
01129,3,000079005,0.0
01133,3,000079005,0.0
05005,3,000079005,0.0
05007,3,000079005,0.0
05011,3,000079005,0.0
05015,3,000079005,0.0
05017,3,000079005,0.0
05021,3,000079005,0.0
05023,3,000079005,0.0
05025,3,000079005,0.0
05033,3,000079005,0.0
05035,3,000079005,0.0
05043,3,000079005,0.0
05045,3,000079005,0.0
05047,3,000079005,0.0
05049,3,000079005,0.0
05051,3,000079005,0.0
05053,3,000079005,0.0
05055,3,000079005,0.0
05059,3,000079005,0.0
05073,3,000079005,0.0
05075,3,000079005,0.0
05077,3,000079005,0.0
05079,3,000079005,0.0
05083,3,000079005,0.0
05087,3,000079005,0.0
05089,3,000079005,0.0
05091,3,000079005,0.0
05095,3,000079005,0.0
05097,3,000079005,0.0
05099,3,000079005,0.0
05101,3,000079005,0.0
05105,3,000079005,0.0
05113,3,000079005,0.0
05115,3,000079005,0.0
05117,3,000079005,0.0
05123,3,000079005,0.0
05127,3,000079005,0.0
05129,3,000079005,0.0
05133,3,000079005,0.0
05135,3,000079005,0.0
05137,3,000079005,0.0
05141,3,000079005,0.0
05147,3,000079005,0.0
05149,3,000079005,0.0
60020,3,000079005,0.0
60030,3,000079005,0.0
60040,3,000079005,0.0
60050,3,000079005,0.0
04003,3,000079005,0.0
04005,3,000079005,0.0
04009,3,000079005,0.0
04027,3,000079005,0.0
06003,3,000079005,0.0
06005,3,000079005,0.0
06007,3,000079005,0.0
06009,3,000079005,0.0
06011,3,000079005,0.0
06013,3,000079005,0.0
06015,3,000079005,0.0
06017,3,000079005,0.0
06021,3,000079005,0.0
06027,3,000079005,0.0
06029,3,000079005,0.0
06031,3,000079005,0.0
06035,3,000079005,0.0
06041,3,000079005,0.0
06043,3,000079005,0.0
06047,3,000079005,0.0
06049,3,000079005,0.0
06051,3,000079005,0.0
06053,3,000079005,0.0
06057,3,000079005,0.0
06063,3,000079005,0.0
06067,3,000079005,0.0
06069,3,000079005,0.0
06083,3,000079005,0.0
06085,3,000079005,0.0
06091,3,000079005,0.0
06097,3,000079005,0.0
06099,3,000079005,0.0
06101,3,000079005,0.0
06103,3,000079005,0.0
06105,3,000079005,0.0
06107,3,000079005,0.0
06109,3,000079005,0.0
06113,3,000079005,0.0
06115,3,000079005,0.0
08007,3,000079005,0.0
08009,3,000079005,0.0
08011,3,000079005,0.0
08013,3,000079005,0.0
08014,3,000079005,0.0
08015,3,000079005,0.0
08017,3,000079005,0.0
08019,3,000079005,0.0
08021,3,000079005,0.0
08023,3,000079005,0.0
08025,3,000079005,0.0
08027,3,000079005,0.0
08029,3,000079005,0.0
08033,3,000079005,0.0
08035,3,000079005,0.0
08037,3,000079005,0.0
08039,3,000079005,0.0
08047,3,000079005,0.0
08049,3,000079005,0.0
08051,3,000079005,0.0
08053,3,000079005,0.0
08055,3,000079005,0.0
08057,3,000079005,0.0
08059,3,000079005,0.0
08061,3,000079005,0.0
08063,3,000079005,0.0
08065,3,000079005,0.0
08067,3,000079005,0.0
08069,3,000079005,0.0
08071,3,000079005,0.0
08073,3,000079005,0.0
08079,3,000079005,0.0
08081,3,000079005,0.0
08083,3,000079005,0.0
08087,3,000079005,0.0
08091,3,000079005,0.0
08093,3,000079005,0.0
08095,3,000079005,0.0
08097,3,000079005,0.0
08103,3,000079005,0.0
08105,3,000079005,0.0
08107,3,000079005,0.0
08109,3,000079005,0.0
08111,3,000079005,0.0
08113,3,000079005,0.0
08115,3,000079005,0.0
08117,3,000079005,0.0
08121,3,000079005,0.0
09011,3,000079005,0.0
09013,3,000079005,0.0
11001,3,000079005,0.0
10003,3,000079005,0.0
12001,3,000079005,4803.99679067
12003,3,000079005,0.0
12007,3,000079005,0.0
12013,3,000079005,0.0
12015,3,000079005,0.0
12019,3,000079005,150.59266684000005
12021,3,000079005,0.0
12023,3,000079005,0.0
12029,3,000079005,0.0
12037,3,000079005,0.0
12039,3,000079005,0.0
12041,3,000079005,0.0
12043,3,000079005,0.0
12045,3,000079005,0.0
12053,3,000079005,0.0
12055,3,000079005,0.0
12059,3,000079005,0.0
12061,3,000079005,0.0
12063,3,000079005,0.0
12065,3,000079005,0.0
12067,3,000079005,0.0
12069,3,000079005,0.0
12071,3,000079005,0.0
12073,3,000079005,0.0
12075,3,000079005,0.0
12079,3,000079005,0.0
12087,3,000079005,0.0
12091,3,000079005,0.0
12093,3,000079005,0.0
12097,3,000079005,0.0
12109,3,000079005,4445.205226
12111,3,000079005,0.0
12113,3,000079005,0.0
12115,3,000079005,0.0
12119,3,000079005,0.0
