calinski,davies,silhouette_median,silhouette_mean,calinski_inverse,density,clusters,r_clusters,n_clusters,likelihood_lower,covariance_type,model,score
949.9579908245641,1.5251089868284815,0.9722481133547514,0.6533050349118126,0.001052678128568611,2.4269702826132638,"{0: {'label': 0, 'median': -0.22817260073368587, 'mean': -0.24792198009185143, 'density': -0.24792198009185135, 'sum': -113.79618886215981, 'count': 459}, 1: {'label': 1, 'median': 0.9749655123431644, 'mean': 0.9603473742397468, 'density': 0.9603473742397308, 'sum': 1705.5769366497902, 'count': 1776}, 2: {'label': 2, 'median': 0.4566749981611111, 'mean': 0.34819370962267876, 'density': 0.3481937096226789, 'sum': 155.9907819109601, 'count': 448}, 3: {'label': 3, 'median': 0.9996765635682104, 'mean': 0.9993679785995868, 'density': 0.9993679785995866, 'sum': 256.8375705000938, 'count': 257}, 4: {'label': 4, 'median': 0.6828956498723305, 'mean': 0.3669832002431188, 'density': 0.3669832002431188, 'sum': 107.52607767123381, 'count': 293}}",5,5,42192.53959373897,full,"BayesianGaussianMixture(n_components=5, n_init=18, random_state=5)",0.9008086176562136
787.3334491597524,1.1705992758567976,0.9142157176912269,0.4566625734270969,0.001270109889357815,2.6438011466295026,"{0: {'label': 0, 'median': -0.42476297285127707, 'mean': -0.37068989013129455, 'density': -0.3706898901312946, 'sum': -212.03461715510048, 'count': 572}, 1: {'label': 1, 'median': 0.19644987554497878, 'mean': 0.03565538786952254, 'density': 0.035655387869522465, 'sum': 35.156212439349225, 'count': 986}, 2: {'label': 2, 'median': 0.9996453943076535, 'mean': 0.9992982273405903, 'density': 0.9992982273405904, 'sum': 258.8182408812129, 'count': 259}, 3: {'label': 3, 'median': 0.9981452159280306, 'mean': 0.9962597316701424, 'density': 0.9962597316701419, 'sum': 163.38659599390334, 'count': 164}, 4: {'label': 4, 'median': 0.9911543976189079, 'mean': 0.98327768988052, 'density': 0.9832776898805424, 'sum': 1231.063667730411, 'count': 1252}}",5,5,38758.87731255804,diag,"BayesianGaussianMixture(covariance_type='diag', n_components=5, n_init=18,
                        random_state=5)",1.4719317608833473
2702.8505703566557,0.4076693839921702,0.806445562942548,0.7567612223988078,0.00036997975802563314,4.3214970066796905,"{0: {'label': 0, 'median': 0.8064455629425479, 'mean': 0.6739605364164193, 'density': 0.6739605364164044, 'sum': 1424.078613447894, 'count': 2113}, 1: {'label': 1, 'median': 0.9670433818862558, 'mean': 0.9203544529732437, 'density': 0.920354452973243, 'sum': 369.982490095244, 'count': 402}, 2: {'label': 2, 'median': 0.9687887101834758, 'mean': 0.9196852257791517, 'density': 0.9196852257791515, 'sum': 308.0945506360158, 'count': 335}, 3: {'label': 3, 'median': 0.9481656385860399, 'mean': 0.8606135819577101, 'density': 0.8606135819577106, 'sum': 181.58946579307684, 'count': 211}, 4: {'label': 4, 'median': 0.9787259888695741, 'mean': 0.9468832095531811, 'density': 0.9468832095531807, 'sum': 162.86391204314714, 'count': 172}}",5,5,25807.678648906596,tied,"BayesianGaussianMixture(covariance_type='tied', n_components=5, n_init=18,
                        random_state=5)",3.9134576429294947
968.3145678351026,1.8808682746937317,0.9982861401800575,0.36956751240037067,0.001032722250823653,3.3701074774483266,"{0: {'label': 0, 'median': 0.9985770402667052, 'mean': 0.9972184610047888, 'density': 0.9972184610047778, 'sum': 1253.5036054830196, 'count': 1257}, 1: {'label': 1, 'median': 0.9991487972265667, 'mean': 0.9982872486010503, 'density': 0.9982872486010501, 'sum': 267.5409826250815, 'count': 268}, 2: {'label': 2, 'median': -0.7815872032780761, 'mean': -0.620012438513484, 'density': -0.6200124385134858, 'sum': -778.1156103344224, 'count': 1255}, 3: {'label': 3, 'median': 0.9989762068253898, 'mean': 0.9980250897311767, 'density': 0.9980250897311767, 'sum': 297.41147673989065, 'count': 298}, 4: {'label': 4, 'median': 0.9982745370604154, 'mean': 0.9965891166248074, 'density': 0.9965891166248076, 'sum': 154.47131307684515, 'count': 155}}",5,5,37087.26377350964,spherical,"BayesianGaussianMixture(covariance_type='spherical', n_components=5, n_init=18,
                        random_state=5)",1.4882064805037711
1450.111948130631,1.1233594839496848,0.974787836591311,0.7233221624169335,0.0006896019312778717,3.2900297825377782,"{0: {'label': 0, 'median': 0.974787836591311, 'mean': 0.9589357867493874, 'density': 0.9589357867493922, 'sum': 1704.9878288404109, 'count': 1778}, 1: {'label': 1, 'median': 0.99968997295401, 'mean': 0.99939244740093, 'density': 0.9993924474009303, 'sum': 256.843858982039, 'count': 257}, 2: {'label': 2, 'median': 0.9995819339473706, 'mean': 0.9991901444203154, 'density': 0.9991901444203145, 'sum': 274.77728971558673, 'count': 275}, 3: {'label': 3, 'median': 0.659851425662205, 'mean': 0.19172779999968648, 'density': 0.19172779999968637, 'sum': 64.03708519989529, 'count': 334}, 4: {'label': 4, 'median': 0.6878998093001766, 'mean': 0.1867235120614604, 'density': 0.18672351206146037, 'sum': 52.09585986514745, 'count': 279}, 5: {'label': 5, 'median': 0.3438618737691067, 'mean': -0.04593990809400539, 'density': -0.045939908094005444, 'sum': -14.24137150914167, 'count': 310}}",6,6,42798.63385406445,full,"BayesianGaussianMixture(n_components=6, n_init=18, random_state=5)",2.1659806966568156
1209.9618683855742,1.2407417584288065,0.9908701033996674,0.49431415909425946,0.0008264723262182454,3.3149054328271914,"{0: {'label': 0, 'median': 0.9910450190467324, 'mean': 0.9830750109933397, 'density': 0.9830750109933525, 'sum': 1230.8099137636614, 'count': 1252}, 1: {'label': 1, 'median': 0.9989699327946638, 'mean': 0.9980160667352682, 'density': 0.9980160667352693, 'sum': 298.4068039538452, 'count': 299}, 2: {'label': 2, 'median': -0.014276887164192589, 'mean': -0.23783670889992015, 'density': -0.2378367088999203, 'sum': -158.63708483624674, 'count': 667}, 3: {'label': 3, 'median': 0.9996261884576205, 'mean': 0.9992677261327675, 'density': 0.999267726132768, 'sum': 258.8103410683868, 'count': 259}, 4: {'label': 4, 'median': 0.9689870334744614, 'mean': 0.9310697921390191, 'density': 0.931069792139019, 'sum': 173.17898133785755, 'count': 186}, 5: {'label': 5, 'median': -0.3866913095536929, 'mean': -0.35868645427329804, 'density': -0.3586864542732975, 'sum': -204.4512789357799, 'count': 570}}",6,6,41592.588793331415,diag,"BayesianGaussianMixture(covariance_type='diag', n_components=6, n_init=18,
                        random_state=5)",2.0733372020721665
5764.97658815028,0.3179685535755935,0.9228587271396305,0.8593882577746562,0.00017346124215932934,5.360452734997951,"{0: {'label': 0, 'median': 0.9228587271396305, 'mean': 0.82233268977507, 'density': 0.8223326897750785, 'sum': 1567.3661067112835, 'count': 1906}, 1: {'label': 1, 'median': 0.9757753890775654, 'mean': 0.9362961239640042, 'density': 0.9362961239640031, 'sum': 367.96437671785367, 'count': 393}, 2: {'label': 2, 'median': 0.9771825991761203, 'mean': 0.9310709661823079, 'density': 0.9310709661823081, 'sum': 304.4602059416147, 'count': 327}, 3: {'label': 3, 'median': 0.9515620845967663, 'mean': 0.862442009931288, 'density': 0.8624420099312875, 'sum': 180.25038007563919, 'count': 209}, 4: {'label': 4, 'median': 0.9579052513134596, 'mean': 0.8754495082485536, 'density': 0.875449508248554, 'sum': 196.97613935592457, 'count': 225}, 5: {'label': 5, 'median': 0.975123332415165, 'mean': 0.9328614368967201, 'density': 0.9328614368967199, 'sum': 161.38502858313257, 'count': 173}}",6,6,28426.981025673056,tied,"BayesianGaussianMixture(covariance_type='tied', n_components=6, n_init=18,
                        random_state=5)",5.042310720180198
1199.1613101505752,2.0174343367319825,0.9980366160459072,0.40257437066779134,0.0008339161641851444,4.23997310658034,"{0: {'label': 0, 'median': -0.8848905411250321, 'mean': -0.743711987703981, 'density': -0.7437119877039808, 'sum': -821.0580344251949, 'count': 1104}, 1: {'label': 1, 'median': 0.9986912391092045, 'mean': 0.997366964456574, 'density': 0.9973669644565742, 'sum': 301.20482326588535, 'count': 302}, 2: {'label': 2, 'median': 0.9991455008878511, 'mean': 0.9982651920244375, 'density': 0.9982651920244364, 'sum': 268.5333366545737, 'count': 269}, 3: {'label': 3, 'median': 0.9984410822275123, 'mean': 0.9969582816648515, 'density': 0.9969582816648503, 'sum': 1253.1765600527183, 'count': 1257}, 4: {'label': 4, 'median': 0.9980193283566117, 'mean': 0.9960480259269658, 'density': 0.996048025926966, 'sum': 156.37954007053364, 'count': 157}, 5: {'label': 5, 'median': 0.9973420000151039, 'mean': 0.9950466302114934, 'density': 0.9950466302114936, 'sum': 143.28671475045505, 'count': 144}}",6,6,38267.819233744565,spherical,"BayesianGaussianMixture(covariance_type='spherical', n_components=6, n_init=18,
                        random_state=5)",2.2217048536841726
