calinski,davies,silhouette_median,silhouette_mean,calinski_inverse,density,clusters,r_clusters,n_clusters,bic,covariance_type,model,score,key,keydesc,method,group,url,identifiers
76555.67769562837,0.47906668217890624,0.999112726536925,0.9632864899727163,1.3062388448520049e-05,3.4818187628311374,"{0: {'label': 0, 'median': 0.9991127265369251, 'mean': 0.9976955103305862, 'density': 0.9976955103305927, 'sum': 2343.586753766547, 'count': 2349}, 1: {'label': 1, 'median': 0.9741610753414277, 'mean': 0.9596582881459295, 'density': 0.9596582881459359, 'sum': 784.0408214152244, 'count': 817}, 2: {'label': 2, 'median': -0.9358458087775814, 'mean': -0.7762866183608769, 'density': -0.7762866183608769, 'sum': -31.827751352795953, 'count': 41}, 3: {'label': 3, 'median': 0.9113573777705567, 'mean': 0.7462753399116915, 'density': 0.7462753399116915, 'sum': 8.955304078940298, 'count': 12}, 4: {'label': 4, 'median': 0.9991972539528451, 'mean': 0.9991113756970169, 'density': 0.9991113756970169, 'sum': 3.9964455027880676, 'count': 4}, 5: {'label': 5, 'median': 0.729382228382424, 'mean': 0.5553648671067772, 'density': 0.5553648671067772, 'sum': 5.553648671067773, 'count': 10}}",6,6,-53554.345686463355,tied,"GaussianMixture(covariance_type='tied', n_components=6, n_init=100,
                random_state=5, reg_covar=0.001)",3.0027390182637825,rbf,Radial Basis Function Kernel PCA,gmm,baseline,https://raw.githubusercontent.com/vetiveria/segments/master/warehouse/baseline/principals/kernel/rbf/projections.csv,{'COUNTYGEOID': 'str'}
5639.01892393533,0.36489711643958384,0.09757555784316282,0.30755116258566273,0.00017733581204266026,4.5989233198055475,"{0: {'label': 0, 'median': 0.9915906657581717, 'mean': 0.9885855297032341, 'density': 0.988585529703234, 'sum': 14.828782945548511, 'count': 15}, 1: {'label': 1, 'median': 0.999934467539979, 'mean': 0.9998727200545144, 'density': 0.9998727200545181, 'sum': 575.9266867514003, 'count': 576}, 2: {'label': 2, 'median': 0.9683829463479616, 'mean': 0.9242557036834095, 'density': 0.9242557036834094, 'sum': 272.6554325866058, 'count': 295}, 3: {'label': 3, 'median': 0.9582421640658575, 'mean': 0.9009467496452026, 'density': 0.900946749645203, 'sum': 209.92059266733222, 'count': 233}, 4: {'label': 4, 'median': -0.05402255023184346, 'mean': -0.1471793639584715, 'density': -0.1471793639584713, 'sum': -279.49361215713736, 'count': 1899}, 5: {'label': 5, 'median': 0.9711044799925566, 'mean': 0.9324419806776542, 'density': 0.9324419806776537, 'sum': 200.47502584569565, 'count': 215}}",6,6,-20724.903406864854,tied,"GaussianMixture(covariance_type='tied', n_components=6, n_init=100,
                random_state=5, reg_covar=0.001)",4.233848867553921,cosine,Cosine Kernel PCA,gmm,baseline,https://raw.githubusercontent.com/vetiveria/segments/master/warehouse/baseline/principals/kernel/cosine/projections.csv,{'COUNTYGEOID': 'str'}
